feature	patch	classe	f1-score
BSIF	10	4	0.7333333333333335
BSIF	10	4	0.6666666666666666
BSIF	1	5	0.5333333333333333
BSIF	1	5	0.5333333333333333
BSIF	1	5	0.5333333333333333
BSIF	1	5	0.5333333333333333
BSIF	1	5	0.5333333333333333
BSIF	3	5	0.882051282051282
BSIF	3	5	0.882051282051282
BSIF	3	5	0.882051282051282
BSIF	3	5	0.738095238095238
BSIF	3	5	0.7777777777777778
BSIF	5	5	0.856060606060606
BSIF	5	5	0.5333333333333333
BSIF	5	5	0.6666666666666666
BSIF	5	5	0.4666666666666667
BSIF	5	5	0.6169772256728778
BSIF	10	5	0.6438095238095239
BSIF	10	5	0.7333333333333335
BSIF	10	5	0.6666666666666666
BSIF	10	5	0.7936507936507937
BSIF	10	5	0.7633718442447583
BSIF	1	6	1.0
BSIF	1	6	0.5333333333333333
BSIF	1	6	0.5333333333333333
BSIF	1	6	0.5333333333333333
BSIF	1	6	0.5333333333333333
BSIF	3	6	0.5333333333333334
BSIF	3	6	0.5333333333333334
BSIF	3	6	0.738095238095238
BSIF	3	6	1.0
BSIF	3	6	0.882051282051282
BSIF	5	6	0.6666666666666666
BSIF	5	6	0.5333333333333333
BSIF	5	6	0.48148148148148145
BSIF	5	6	0.856060606060606
BSIF	5	6	0.9312169312169313
BSIF	10	6	0.7070707070707073
BSIF	10	6	0.5333333333333333
BSIF	10	6	0.6757164404223227
BSIF	10	6	0.8055555555555556
BSIF	10	6	0.6759259259259259
BSIF	1	7	0.5333333333333333
BSIF	1	7	0.5333333333333333
BSIF	1	7	0.5333333333333333
BSIF	1	7	0.5333333333333333
BSIF	1	7	0.5333333333333333
BSIF	3	7	0.5333333333333334
BSIF	3	7	0.6753246753246753
BSIF	3	7	0.8917748917748918
BSIF	3	7	0.5333333333333334
BSIF	3	7	0.6666666666666666
BSIF	5	7	0.40740740740740744
BSIF	5	7	0.7701863354037268
BSIF	5	7	0.738095238095238
BSIF	5	7	0.6111111111111109
BSIF	5	7	0.35185185185185186
BSIF	10	7	0.8380952380952381
BSIF	10	7	0.48148148148148145
BSIF	10	7	0.7384370015948962
BSIF	10	7	0.5714285714285715
BSIF	10	7	0.5460030165912518
BSIF	1	8	0.5333333333333333
BSIF	1	8	0.5333333333333333
BSIF	1	8	1.0
BSIF	1	8	0.5333333333333333
BSIF	1	8	0.5333333333333333
BSIF	3	8	0.8917748917748918
BSIF	3	8	0.8917748917748918
BSIF	3	8	0.882051282051282
BSIF	3	8	0.5333333333333334
BSIF	3	8	0.16666666666666666
BSIF	5	8	0.7121212121212122
BSIF	5	8	0.856060606060606
BSIF	5	8	0.9312169312169313
BSIF	5	8	0.5681818181818181
BSIF	5	8	0.7333333333333335
BSIF	10	8	0.8624338624338624
BSIF	10	8	0.856060606060606
BSIF	10	8	0.6957637997432606
BSIF	10	8	0.7407407407407407
BSIF	10	8	0.7633718442447583
BSIF	1	9	0.5333333333333333
BSIF	1	9	0.5333333333333333
BSIF	1	9	0.5333333333333333
BSIF	1	9	0.5333333333333333
BSIF	1	9	0.5333333333333333
BSIF	3	9	0.738095238095238
BSIF	3	9	0.5333333333333334
BSIF	3	9	0.5333333333333334
BSIF	3	9	0.882051282051282
BSIF	3	9	1.0
BSIF	5	9	0.7121212121212122
BSIF	5	9	0.6666666666666666
BSIF	5	9	0.5333333333333333
BSIF	5	9	0.6666666666666666
BSIF	5	9	0.7936507936507937
BSIF	10	9	0.75421796625627
BSIF	10	9	0.856060606060606
BSIF	10	9	0.5170068027210885
BSIF	10	9	0.8309798887462558
BSIF	10	9	0.769230769230769
BSIF	1	10	0.5333333333333333
BSIF	1	10	0.16666666666666666
BSIF	1	10	0.5333333333333333
BSIF	1	10	0.5333333333333333
BSIF	1	10	0.5333333333333333
BSIF	3	10	0.738095238095238
BSIF	3	10	1.0
BSIF	3	10	0.47619047619047616
BSIF	3	10	0.5333333333333334
BSIF	3	10	0.5333333333333334
BSIF	5	10	0.5333333333333333
BSIF	5	10	0.7701863354037268
BSIF	5	10	0.6169772256728778
BSIF	5	10	0.5333333333333333
BSIF	5	10	0.6666666666666666
BSIF	10	10	0.5333333333333333
BSIF	10	10	0.784090909090909
BSIF	10	10	0.5054945054945055
BSIF	10	10	0.6957637997432606
BSIF	10	10	0.6560846560846562
BSIF	1	11	0.5333333333333333
BSIF	1	11	1.0
BSIF	1	11	0.5333333333333333
BSIF	1	11	0.5333333333333333
BSIF	1	11	0.5333333333333333
BSIF	3	11	0.738095238095238
BSIF	3	11	0.882051282051282
BSIF	3	11	0.5333333333333334
BSIF	3	11	1.0
BSIF	3	11	0.738095238095238
BSIF	5	11	0.7701863354037268
BSIF	5	11	0.7701863354037268
BSIF	5	11	0.5333333333333333
BSIF	5	11	0.9346092503987241
BSIF	5	11	0.7701863354037268
BSIF	10	11	0.6666666666666666
BSIF	10	11	0.8244414044687643
BSIF	10	11	0.5170068027210885
BSIF	10	11	0.8148148148148148
BSIF	10	11	0.75421796625627
BSIF	1	12	0.5333333333333333
BSIF	1	12	0.5333333333333333
BSIF	1	12	0.5333333333333333
BSIF	1	12	0.5333333333333333
BSIF	1	12	0.5333333333333333
BSIF	3	12	0.882051282051282
BSIF	3	12	1.0
BSIF	3	12	0.882051282051282
BSIF	3	12	0.738095238095238
BSIF	3	12	0.882051282051282
BSIF	5	12	0.9312169312169313
BSIF	5	12	0.6666666666666666
BSIF	5	12	0.6666666666666666
BSIF	5	12	0.7701863354037268
BSIF	5	12	0.856060606060606
BSIF	10	12	0.856060606060606
BSIF	10	12	0.7936507936507937
BSIF	10	12	0.6726190476190476
BSIF	10	12	0.7407407407407407
BSIF	10	12	0.9661959777492513
BSIF	1	13	0.5333333333333333
BSIF	1	13	0.5333333333333333
BSIF	1	13	0.5333333333333333
BSIF	1	13	0.5333333333333333
BSIF	1	13	0.5333333333333333
BSIF	3	13	0.6666666666666666
BSIF	3	13	0.7777777777777778
BSIF	3	13	0.7777777777777778
BSIF	3	13	0.5333333333333334
BSIF	3	13	0.882051282051282
BSIF	5	13	0.6560846560846562
BSIF	5	13	0.7121212121212122
BSIF	5	13	0.7701863354037268
BSIF	5	13	0.5460030165912518
BSIF	5	13	0.5185185185185185
BSIF	10	13	0.7248677248677249
BSIF	10	13	0.5768799102132436
BSIF	10	13	0.5768799102132436
BSIF	10	13	0.6071428571428572
BSIF	10	13	0.5142857142857143
BSIF	1	14	0.5333333333333333
BSIF	1	14	0.5333333333333333
BSIF	1	14	1.0
BSIF	1	14	0.5333333333333333
BSIF	1	14	0.5333333333333333
BSIF	3	14	0.5333333333333334
BSIF	3	14	0.738095238095238
BSIF	3	14	0.882051282051282
BSIF	3	14	0.5333333333333334
BSIF	3	14	0.5333333333333334
BSIF	5	14	0.29665071770334933
BSIF	5	14	0.6666666666666666
BSIF	5	14	1.0
BSIF	5	14	0.6666666666666666
BSIF	5	14	0.6169772256728778
BSIF	10	14	0.8148148148148148
BSIF	10	14	0.6666666666666666
BSIF	10	14	0.9346092503987241
BSIF	10	14	0.6935817805383023
BSIF	10	14	0.6957637997432606
BSIF	1	15	0.5333333333333333
BSIF	1	15	1.0
BSIF	1	15	0.5333333333333333
BSIF	1	15	0.5333333333333333
BSIF	1	15	1.0
BSIF	3	15	0.738095238095238
BSIF	3	15	1.0
BSIF	3	15	1.0
BSIF	3	15	0.5333333333333334
BSIF	3	15	0.882051282051282
BSIF	5	15	0.856060606060606
BSIF	5	15	0.9312169312169313
BSIF	5	15	0.8666666666666667
BSIF	5	15	1.0
BSIF	5	15	1.0
BSIF	10	15	0.8666666666666667
BSIF	10	15	1.0
BSIF	10	15	0.8666666666666667
BSIF	10	15	0.9661959777492513
BSIF	10	15	0.8946648426812586
BSIF	1	16	0.5333333333333333
BSIF	1	16	0.5333333333333333
BSIF	1	16	0.5333333333333333
BSIF	1	16	0.5333333333333333
BSIF	1	16	0.5333333333333333
BSIF	3	16	0.5333333333333334
BSIF	3	16	0.5333333333333334
BSIF	3	16	0.5333333333333334
BSIF	3	16	0.6461538461538461
BSIF	3	16	0.5333333333333334
BSIF	5	16	0.2592592592592593
BSIF	5	16	0.7936507936507937
BSIF	5	16	0.738095238095238
BSIF	5	16	1.0
BSIF	5	16	0.5333333333333333
BSIF	10	16	0.7701863354037268
BSIF	10	16	0.8
BSIF	10	16	0.75421796625627
BSIF	10	16	0.7936507936507937
BSIF	10	16	0.75421796625627
BSIF	1	17	0.5333333333333333
BSIF	1	17	0.5333333333333333
BSIF	1	17	0.5333333333333333
BSIF	1	17	0.5333333333333333
BSIF	1	17	0.5333333333333333
BSIF	3	17	0.5333333333333334
BSIF	3	17	0.738095238095238
BSIF	3	17	0.882051282051282
BSIF	3	17	1.0
BSIF	3	17	0.16666666666666666
BSIF	5	17	0.856060606060606
BSIF	5	17	0.7701863354037268
BSIF	5	17	0.6560846560846562
BSIF	5	17	0.7701863354037268
BSIF	5	17	0.8666666666666667
BSIF	10	17	0.6048237476808905
BSIF	10	17	0.7936507936507937
BSIF	10	17	0.4473168820994907
BSIF	10	17	0.7407407407407407
BSIF	10	17	0.8985879332477535
BSIF	1	18	0.5333333333333333
BSIF	1	18	0.5333333333333333
BSIF	1	18	0.5333333333333333
BSIF	1	18	0.5333333333333333
BSIF	1	18	0.5333333333333333
BSIF	3	18	0.882051282051282
BSIF	3	18	0.5333333333333334
BSIF	3	18	0.882051282051282
BSIF	3	18	0.5333333333333334
BSIF	3	18	0.5333333333333334
BSIF	5	18	0.7121212121212122
BSIF	5	18	0.6111111111111109
BSIF	5	18	0.6169772256728778
BSIF	5	18	0.6666666666666666
BSIF	5	18	0.5333333333333333
BSIF	10	18	0.5773599686643165
BSIF	10	18	0.6373626373626373
BSIF	10	18	0.7212220403709765
BSIF	10	18	0.5333333333333333
BSIF	10	18	0.6373626373626373
BSIF	1	19	0.5333333333333333
BSIF	1	19	0.5333333333333333
BSIF	1	19	0.5333333333333333
BSIF	1	19	0.5333333333333333
BSIF	1	19	0.5333333333333333
BSIF	3	19	1.0
BSIF	3	19	0.5333333333333334
BSIF	3	19	0.882051282051282
BSIF	3	19	0.5333333333333334
BSIF	3	19	0.738095238095238
BSIF	5	19	0.6666666666666666
BSIF	5	19	0.6666666666666666
BSIF	5	19	0.7701863354037268
BSIF	5	19	0.9312169312169313
BSIF	5	19	0.6666666666666666
BSIF	10	19	0.5403726708074534
BSIF	10	19	0.6666666666666666
BSIF	10	19	0.75421796625627
BSIF	10	19	0.9333333333333333
BSIF	10	19	0.6666666666666666
BSIF	1	20	0.5333333333333333
BSIF	1	20	0.5333333333333333
BSIF	1	20	0.5333333333333333
BSIF	1	20	0.5333333333333333
BSIF	1	20	0.5333333333333333
BSIF	3	20	0.5333333333333334
BSIF	3	20	0.882051282051282
BSIF	3	20	1.0
BSIF	3	20	0.738095238095238
BSIF	3	20	0.3333333333333333
BSIF	5	20	0.856060606060606
BSIF	5	20	0.7936507936507937
BSIF	5	20	0.7701863354037268
BSIF	5	20	0.4666666666666667
BSIF	5	20	0.6666666666666666
BSIF	10	20	0.7248677248677249
BSIF	10	20	0.6759259259259259
BSIF	10	20	0.856060606060606
BSIF	10	20	0.5833333333333335
BSIF	10	20	0.8309798887462558
BSIF	1	21	0.5333333333333333
BSIF	1	21	0.5333333333333333
BSIF	1	21	0.5333333333333333
BSIF	1	21	0.5333333333333333
BSIF	1	21	0.5333333333333333
BSIF	3	21	0.7833333333333334
BSIF	3	21	0.5333333333333334
BSIF	3	21	0.5333333333333334
BSIF	3	21	0.1212121212121212
BSIF	3	21	0.5333333333333334
BSIF	5	21	0.856060606060606
BSIF	5	21	0.463768115942029
BSIF	5	21	0.6666666666666666
BSIF	5	21	0.6730462519936202
BSIF	5	21	0.7407407407407407
BSIF	10	21	0.6666666666666666
BSIF	10	21	0.463768115942029
BSIF	10	21	0.6
BSIF	10	21	0.2781041911476694
BSIF	10	21	0.769230769230769
BSIF	1	22	0.5333333333333333
BSIF	1	22	0.5333333333333333
BSIF	1	22	0.5333333333333333
BSIF	1	22	0.5333333333333333
BSIF	1	22	0.5333333333333333
BSIF	3	22	0.47619047619047616
BSIF	3	22	0.5333333333333334
BSIF	3	22	0.16666666666666666
BSIF	3	22	0.6461538461538461
BSIF	3	22	0.738095238095238
BSIF	5	22	0.16666666666666666
BSIF	5	22	0.856060606060606
BSIF	5	22	0.5333333333333333
BSIF	5	22	0.856060606060606
BSIF	5	22	0.6666666666666666
BSIF	10	22	0.6560846560846562
BSIF	10	22	0.7733333333333334
BSIF	10	22	0.6730462519936202
BSIF	10	22	0.6839945280437757
BSIF	10	22	0.6666666666666666
BSIF	1	23	0.5333333333333333
BSIF	1	23	0.5333333333333333
BSIF	1	23	0.3333333333333333
BSIF	1	23	0.5333333333333333
BSIF	1	23	0.5333333333333333
BSIF	3	23	0.738095238095238
BSIF	3	23	1.0
BSIF	3	23	0.5555555555555556
BSIF	3	23	1.0
BSIF	3	23	0.5333333333333334
BSIF	5	23	0.8666666666666667
BSIF	5	23	1.0
BSIF	5	23	0.5681818181818181
BSIF	5	23	0.7701863354037268
BSIF	5	23	0.6169772256728778
BSIF	10	23	0.9010989010989012
BSIF	10	23	0.8054298642533937
BSIF	10	23	0.6169772256728778
BSIF	10	23	0.35409322365844104
BSIF	10	23	0.8624338624338624
BSIF	1	24	0.5333333333333333
BSIF	1	24	0.5333333333333333
BSIF	1	24	0.5333333333333333
BSIF	1	24	0.5333333333333333
BSIF	1	24	0.5333333333333333
BSIF	3	24	0.738095238095238
BSIF	3	24	0.5333333333333333
BSIF	3	24	1.0
BSIF	3	24	0.16666666666666666
BSIF	3	24	0.5333333333333333
BSIF	5	24	0.856060606060606
BSIF	5	24	0.738095238095238
BSIF	5	24	0.48148148148148145
BSIF	5	24	0.6169772256728778
BSIF	5	24	0.6666666666666666
BSIF	10	24	0.5681818181818181
BSIF	10	24	0.7701863354037268
BSIF	10	24	0.8055555555555556
BSIF	10	24	0.6401515151515151
BSIF	10	24	0.6048237476808905
BSIF	1	25	1.0
BSIF	1	25	0.5333333333333333
BSIF	1	25	0.5333333333333333
BSIF	1	25	0.5333333333333333
BSIF	1	25	0.5333333333333333
BSIF	3	25	0.5666666666666667
BSIF	3	25	0.738095238095238
BSIF	3	25	0.882051282051282
BSIF	3	25	0.6461538461538461
BSIF	3	25	0.5333333333333334
BSIF	5	25	0.6730462519936202
BSIF	5	25	0.7121212121212122
BSIF	5	25	0.6169772256728778
BSIF	5	25	0.5460030165912518
BSIF	5	25	0.6560846560846562
BSIF	10	25	0.5768799102132436
BSIF	10	25	0.6957637997432606
BSIF	10	25	0.5681818181818181
BSIF	10	25	0.7384370015948962
BSIF	10	25	0.8985879332477535
BSIF	1	26	0.5333333333333333
BSIF	1	26	0.5333333333333333
BSIF	1	26	0.5333333333333333
BSIF	1	26	0.5333333333333333
BSIF	1	26	0.5333333333333333
BSIF	3	26	0.738095238095238
BSIF	3	26	0.7833333333333334
BSIF	3	26	0.5333333333333334
BSIF	3	26	0.5333333333333334
BSIF	3	26	0.5333333333333334
BSIF	5	26	0.5333333333333333
BSIF	5	26	0.6666666666666666
BSIF	5	26	0.7936507936507937
BSIF	5	26	0.416289592760181
BSIF	5	26	0.6666666666666666
BSIF	10	26	0.8148148148148148
BSIF	10	26	0.8946648426812586
BSIF	10	26	0.856060606060606
BSIF	10	26	0.7407407407407407
BSIF	10	26	0.6108597285067873
BSIF	1	27	0.5333333333333333
BSIF	1	27	0.5333333333333333
BSIF	1	27	0.5333333333333333
BSIF	1	27	0.5333333333333333
BSIF	1	27	0.5333333333333333
BSIF	3	27	0.5333333333333333
BSIF	3	27	0.882051282051282
BSIF	3	27	0.8917748917748918
BSIF	3	27	0.882051282051282
BSIF	3	27	0.35000000000000003
BSIF	5	27	0.5037707390648567
BSIF	5	27	0.856060606060606
BSIF	5	27	0.6730462519936202
BSIF	5	27	0.9312169312169313
BSIF	5	27	0.29665071770334933
BSIF	10	27	0.8148148148148148
BSIF	10	27	0.75421796625627
BSIF	10	27	0.7405731523378581
BSIF	10	27	0.8351648351648353
BSIF	10	27	0.8
BSIF	1	28	0.5333333333333333
BSIF	1	28	0.5333333333333333
BSIF	1	28	0.16666666666666666
BSIF	1	28	0.5333333333333333
BSIF	1	28	0.5333333333333333
BSIF	3	28	0.47619047619047616
BSIF	3	28	0.882051282051282
BSIF	3	28	0.47619047619047616
BSIF	3	28	1.0
BSIF	3	28	0.5333333333333334
BSIF	5	28	0.5
BSIF	5	28	0.9312169312169313
BSIF	5	28	0.6666666666666666
BSIF	5	28	0.9312169312169313
BSIF	5	28	0.7701863354037268
BSIF	10	28	0.7407407407407407
BSIF	10	28	0.9312169312169313
BSIF	10	28	0.7405731523378581
BSIF	10	28	0.8985879332477535
BSIF	10	28	0.6935817805383023
BSIF	1	29	0.5333333333333333
BSIF	1	29	0.5333333333333333
BSIF	1	29	0.5333333333333333
BSIF	1	29	0.5333333333333333
BSIF	1	29	0.5333333333333333
BSIF	3	29	0.5333333333333334
BSIF	3	29	0.882051282051282
BSIF	3	29	0.5333333333333334
BSIF	3	29	0.882051282051282
BSIF	3	29	0.738095238095238
BSIF	5	29	0.5333333333333333
BSIF	5	29	0.7701863354037268
BSIF	5	29	0.7701863354037268
BSIF	5	29	0.7701863354037268
BSIF	5	29	0.6666666666666666
BSIF	10	29	0.7701863354037268
BSIF	10	29	0.9661959777492513
BSIF	10	29	0.9312169312169313
BSIF	10	29	0.8985879332477535
BSIF	10	29	0.856060606060606
BSIF	1	30	0.5333333333333333
BSIF	1	30	0.5333333333333333
BSIF	1	30	0.5333333333333333
BSIF	1	30	0.5333333333333333
BSIF	1	30	0.5333333333333333
BSIF	3	30	0.5333333333333334
BSIF	3	30	0.16666666666666666
BSIF	3	30	0.738095238095238
BSIF	3	30	0.47619047619047616
BSIF	3	30	0.6461538461538461
BSIF	5	30	0.5
BSIF	5	30	0.8703703703703703
BSIF	5	30	0.7121212121212122
BSIF	5	30	0.5681818181818181
BSIF	5	30	0.7333333333333335
BSIF	10	30	0.6935817805383023
BSIF	10	30	0.6730462519936202
BSIF	10	30	0.543547651618787
BSIF	10	30	0.47332421340629266
BSIF	10	30	0.6726190476190476
BSIF	1	31	0.5333333333333333
BSIF	1	31	0.5333333333333333
BSIF	1	31	0.5333333333333333
BSIF	1	31	1.0
BSIF	1	31	0.5333333333333333
BSIF	3	31	1.0
BSIF	3	31	0.738095238095238
BSIF	3	31	0.738095238095238
BSIF	3	31	0.882051282051282
BSIF	3	31	0.738095238095238
BSIF	5	31	0.8038277511961723
BSIF	5	31	0.9312169312169313
BSIF	5	31	0.5460030165912518
BSIF	5	31	0.9312169312169313
BSIF	5	31	0.5333333333333333
BSIF	10	31	0.9024676850763809
BSIF	10	31	0.9661959777492513
BSIF	10	31	0.7333333333333335
BSIF	10	31	0.6935817805383023
BSIF	10	31	0.8038277511961723
BSIF	1	32	0.5333333333333333
BSIF	1	32	0.5333333333333333
BSIF	1	32	0.5333333333333333
BSIF	1	32	0.5333333333333333
BSIF	1	32	0.5333333333333333
BSIF	3	32	0.738095238095238
BSIF	3	32	0.738095238095238
BSIF	3	32	0.7777777777777778
BSIF	3	32	0.738095238095238
BSIF	3	32	0.6461538461538461
BSIF	5	32	0.5333333333333333
BSIF	5	32	0.7936507936507937
BSIF	5	32	0.7701863354037268
BSIF	5	32	0.7701863354037268
BSIF	5	32	0.5422647527910686
BSIF	10	32	0.7936507936507937
BSIF	10	32	0.9661959777492513
BSIF	10	32	0.9312169312169313
BSIF	10	32	0.8946648426812586
BSIF	10	32	0.7407407407407407
BSIF	1	33	0.5333333333333333
BSIF	1	33	0.5333333333333333
BSIF	1	33	0.5333333333333333
BSIF	1	33	0.5333333333333333
BSIF	1	33	0.5333333333333333
BSIF	3	33	0.738095238095238
BSIF	3	33	0.738095238095238
BSIF	3	33	0.37229437229437223
BSIF	3	33	0.738095238095238
BSIF	3	33	0.738095238095238
BSIF	5	33	0.6666666666666666
BSIF	5	33	0.856060606060606
BSIF	5	33	0.7701863354037268
BSIF	5	33	0.5333333333333333
BSIF	5	33	0.8666666666666667
BSIF	10	33	0.856060606060606
BSIF	10	33	0.7212220403709765
BSIF	10	33	0.769230769230769
BSIF	10	33	0.9010989010989012
BSIF	10	33	0.7701863354037268
BSIF	1	34	0.5333333333333333
BSIF	1	34	0.5333333333333333
BSIF	1	34	0.5333333333333333
BSIF	1	34	0.5333333333333333
BSIF	1	34	0.5333333333333333
BSIF	3	34	0.7777777777777778
BSIF	3	34	0.882051282051282
BSIF	3	34	0.6461538461538461
BSIF	3	34	0.738095238095238
BSIF	3	34	0.7777777777777778
BSIF	5	34	0.8038277511961723
BSIF	5	34	0.6730462519936202
BSIF	5	34	0.7407407407407407
BSIF	5	34	0.6730462519936202
BSIF	5	34	0.41148325358851673
BSIF	10	34	0.7701863354037268
BSIF	10	34	0.707403055229142
BSIF	10	34	0.7633718442447583
BSIF	10	34	0.7384370015948962
BSIF	10	34	0.6560846560846562
BSIF	1	35	0.5333333333333333
BSIF	1	35	0.5333333333333333
BSIF	1	35	0.5333333333333333
BSIF	1	35	0.5333333333333333
BSIF	1	35	0.16666666666666666
BSIF	3	35	0.47619047619047616
BSIF	3	35	0.738095238095238
BSIF	3	35	0.5333333333333334
BSIF	3	35	0.5333333333333334
BSIF	3	35	1.0
BSIF	5	35	0.5333333333333333
BSIF	5	35	0.14035087719298242
BSIF	5	35	0.6666666666666666
BSIF	5	35	0.5333333333333333
BSIF	5	35	0.6071428571428572
BSIF	10	35	0.6373626373626373
BSIF	10	35	0.9312169312169313
BSIF	10	35	0.784090909090909
BSIF	10	35	0.8946648426812586
BSIF	10	35	0.6935817805383023
BSIF	1	36	0.5333333333333333
BSIF	1	36	0.5333333333333333
BSIF	1	36	0.5333333333333333
BSIF	1	36	0.5333333333333333
BSIF	1	36	0.5333333333333333
BSIF	3	36	0.5333333333333334
BSIF	3	36	0.882051282051282
BSIF	3	36	0.7777777777777778
BSIF	3	36	0.5666666666666667
BSIF	3	36	0.5333333333333334
BSIF	5	36	0.6560846560846562
BSIF	5	36	0.14035087719298242
BSIF	5	36	0.856060606060606
BSIF	5	36	0.6730462519936202
BSIF	5	36	0.5185185185185185
BSIF	10	36	0.7384370015948962
BSIF	10	36	0.6281557552417628
BSIF	10	36	0.856060606060606
BSIF	10	36	0.5605477107402652
BSIF	10	36	0.6370040786058584
BSIF	1	37	0.5333333333333333
BSIF	1	37	0.5333333333333333
BSIF	1	37	0.5333333333333333
BSIF	1	37	0.5333333333333333
BSIF	1	37	0.16666666666666666
BSIF	3	37	0.5333333333333334
BSIF	3	37	0.882051282051282
BSIF	3	37	0.738095238095238
BSIF	3	37	0.738095238095238
BSIF	3	37	0.5333333333333334
BSIF	5	37	0.7701863354037268
BSIF	5	37	0.7701863354037268
BSIF	5	37	0.6666666666666666
BSIF	5	37	0.5333333333333333
BSIF	5	37	0.7701863354037268
BSIF	10	37	0.7212220403709765
BSIF	10	37	0.6666666666666666
BSIF	10	37	0.5
BSIF	10	37	0.7121212121212122
BSIF	10	37	0.6935817805383023
BSIF	1	38	0.5333333333333333
BSIF	1	38	0.5333333333333333
BSIF	1	38	0.5333333333333333
BSIF	1	38	1.0
BSIF	1	38	0.5333333333333333
BSIF	3	38	0.7833333333333334
BSIF	3	38	0.738095238095238
BSIF	3	38	0.5333333333333333
BSIF	3	38	0.738095238095238
BSIF	3	38	0.882051282051282
BSIF	5	38	0.7701863354037268
BSIF	5	38	0.7701863354037268
BSIF	5	38	0.856060606060606
BSIF	5	38	0.8666666666666667
BSIF	5	38	0.9312169312169313
BSIF	10	38	0.784090909090909
BSIF	10	38	0.6935817805383023
BSIF	10	38	0.6370040786058584
BSIF	10	38	0.769230769230769
BSIF	10	38	0.8985879332477535
BSIF	1	39	0.5333333333333333
BSIF	1	39	0.5333333333333333
BSIF	1	39	0.5333333333333333
BSIF	1	39	1.0
BSIF	1	39	0.5333333333333333
BSIF	3	39	1.0
BSIF	3	39	0.882051282051282
BSIF	3	39	0.5333333333333334
BSIF	3	39	0.882051282051282
BSIF	3	39	0.882051282051282
BSIF	5	39	0.9312169312169313
BSIF	5	39	0.6666666666666666
BSIF	5	39	0.7936507936507937
BSIF	5	39	0.856060606060606
BSIF	5	39	0.5333333333333333
BSIF	10	39	0.9312169312169313
BSIF	10	39	0.8244414044687643
BSIF	10	39	0.7384370015948962
BSIF	10	39	0.9661959777492513
BSIF	10	39	0.6935817805383023
BSIF	1	40	0.5333333333333333
BSIF	1	40	0.5333333333333333
BSIF	1	40	0.5333333333333333
BSIF	1	40	0.5333333333333333
BSIF	1	40	0.5333333333333333
BSIF	3	40	0.738095238095238
BSIF	3	40	0.738095238095238
BSIF	3	40	0.882051282051282
BSIF	3	40	0.7777777777777778
BSIF	3	40	0.5333333333333334
BSIF	5	40	0.7701863354037268
BSIF	5	40	0.856060606060606
BSIF	5	40	0.7936507936507937
BSIF	5	40	0.5333333333333333
BSIF	5	40	0.5
